iter	Accuracy	Logloss
883	0.8349384165	0.3714940292
884	0.8348986211	0.3714529167
885	0.8349682631	0.3714198379
886	0.8350279563	0.3713942098
887	0.8350279563	0.3713844081
888	0.8350279563	0.3713642935
889	0.8350876495	0.3713069727
890	0.8350578029	0.3712772369
891	0.835047854	0.3712725339
892	0.8350777006	0.3712574153
893	0.8350975983	0.371248249
894	0.8351075472	0.3711922656
895	0.8351075472	0.3711851515
896	0.8351174961	0.3711491506
897	0.8351672404	0.3710809819
898	0.8350578029	0.3710375577
899	0.8350578029	0.3710045146
900	0.8351075472	0.3709724295
901	0.8351373938	0.3709556825
902	0.8351572915	0.3708854099
903	0.8351871381	0.3708611021
904	0.835197087	0.3708083274
905	0.8351871381	0.3707838374
906	0.8352368824	0.3707662594
907	0.8352468313	0.3707002834
908	0.8353264222	0.3706504174
909	0.8353562688	0.3705969948
910	0.835415962	0.3705403764
911	0.8353861154	0.3704788509
912	0.8354259108	0.3704326709
913	0.8355452972	0.3703687293
914	0.8355651949	0.3703524419
915	0.835555246	0.3703386117
916	0.8355253994	0.370274474
917	0.8355353483	0.3702241559
918	0.8355751438	0.3701975594
919	0.8355850926	0.3701966736
920	0.8355850926	0.3701694903
921	0.8355651949	0.3701306334
922	0.8355950415	0.3701004057
923	0.8356149392	0.3700856281
924	0.8356746324	0.3700315971
925	0.8356945301	0.3699807702
926	0.8356845813	0.3699241676
927	0.8357144278	0.3699019363
928	0.8356746324	0.3698606806
929	0.835704479	0.3697933049
930	0.8356845813	0.3697593695
931	0.8356646835	0.3697197653
932	0.8356646835	0.3697191547
933	0.8356845813	0.3697113191
934	0.8356945301	0.3697110711
935	0.8357243767	0.3696771665
936	0.835774121	0.3696152319
937	0.8357840699	0.369589841
938	0.8357940187	0.3695759758
939	0.8358537119	0.3695187747
940	0.8358835585	0.3695040002
941	0.8358835585	0.3694727137
942	0.8358636608	0.3694202972
943	0.8359134051	0.3693927825
944	0.8359432517	0.3693445087
945	0.8359532005	0.3692857726
946	0.8359830471	0.3692404403
947	0.8359631494	0.369211858
948	0.835992996	0.3691518026
949	0.8360427403	0.3691155478
950	0.836062638	0.3690794912
951	0.836062638	0.369012499
952	0.8360526892	0.3689877924
953	0.8360526892	0.3689748705
954	0.8360427403	0.3688798523
955	0.8360725869	0.3688438103
956	0.8361123824	0.3687906235
957	0.8361322801	0.3687821478
958	0.8361123824	0.3687481518
959	0.8362019221	0.3687116443
960	0.836211871	0.3686957106
961	0.8362019221	0.368661272
962	0.8362417176	0.3686216024
963	0.8363511551	0.3685741761
964	0.8363810017	0.3685269886
965	0.8363810017	0.3684869047
966	0.8364406948	0.3684521694
967	0.8364605926	0.3684219389
968	0.8364705414	0.3683775663
969	0.8364605926	0.3683632715
970	0.8364804903	0.3683124263
971	0.8365202857	0.3682810754
972	0.8365103369	0.3682412544
973	0.8365401835	0.3681934355
974	0.836500388	0.3681612233
975	0.8365103369	0.3681491439
976	0.8365202857	0.3680989149
977	0.8365600812	0.368095554
978	0.8365899278	0.3680713937
979	0.8365899278	0.3680519784
980	0.8365899278	0.3680456295
981	0.8365998766	0.3680349972
982	0.8366098255	0.3679972969
983	0.8365799789	0.3679420031
984	0.8365998766	0.3679187875
985	0.8366197744	0.3679086148
986	0.8365799789	0.3678895942
987	0.8365899278	0.3678444124
988	0.8365899278	0.3678176692
989	0.8365899278	0.3678071667
990	0.8366595698	0.3677876816
991	0.8366695187	0.3677307746
992	0.836719263	0.3677047571
993	0.8366894164	0.3676515797
994	0.8367988539	0.3675809151
995	0.8367491096	0.3675323909
996	0.8367590584	0.3675247559
997	0.8367690073	0.3675016076
998	0.8367789562	0.3674771988
999	0.8368485982	0.3674344649
1000	0.8368684959	0.3673897919
1001	0.8368684959	0.3673661186
1002	0.8368883937	0.3673160432
1003	0.8369082914	0.367268191
1004	0.8369281891	0.3672419203
1005	0.8369779334	0.3671844422
1006	0.8370276777	0.3671264937
1007	0.8370376266	0.3670884271
1008	0.8371072686	0.3670305261
1009	0.8370873709	0.3670069873
1010	0.8370973198	0.3669550413
1011	0.8371072686	0.3669139022
1012	0.8371470641	0.3669033757
1013	0.8371371152	0.3668778972
1014	0.8371669618	0.3668578484
1015	0.8371669618	0.3668154008
1016	0.837226655	0.3667671002
1017	0.8372465527	0.3667562375
1018	0.8372763993	0.3667399489
1019	0.8372763993	0.3667177312
1020	0.8372565016	0.3667046895
1021	0.837296297	0.3666564219
1022	0.8373360925	0.3666125356
1023	0.8374554788	0.3665718258
1024	0.8374355811	0.3665067248
1025	0.8374952743	0.3664768922
1026	0.8373957857	0.3664247975
1027	0.8374355811	0.3664012197
1028	0.8374355811	0.3663407078
1029	0.8374753766	0.3663123161
1030	0.8374753766	0.3662728695
1031	0.8374853254	0.3662493802
1032	0.8375052232	0.3662103838
1033	0.837515172	0.3661832036
1034	0.837515172	0.3661503221
1035	0.8374753766	0.3661229598
1036	0.8374355811	0.3660877392
1037	0.8374753766	0.3660441047
1038	0.8375649163	0.3659955212
1039	0.8375748652	0.3659574101
1040	0.8375748652	0.3659335176
1041	0.8375748652	0.3659007727
1042	0.8375848141	0.3658610991
1043	0.8376345584	0.3657999523
1044	0.8376843027	0.3657897954
1045	0.8377141493	0.3657583582
1046	0.837734047	0.3657087263
1047	0.8377539447	0.3656850978
1048	0.8377638936	0.3656481032
1049	0.8377937402	0.3656286237
1050	0.837803689	0.3656081355
1051	0.8376942515	0.365532856
1052	0.837734047	0.3655033791
1053	0.837734047	0.3654752362
1054	0.8377539447	0.3654225687
1055	0.8377539447	0.3653689339
1056	0.8377638936	0.3653126616
1057	0.8377837913	0.3652917608
1058	0.8378235868	0.3652575859
1059	0.8377837913	0.3652108851
1060	0.8377738424	0.3651846168
1061	0.8377837913	0.3651642583
1062	0.8377837913	0.3651285448
1063	0.8377738424	0.3651073727
1064	0.8377837913	0.3650554595
1065	0.8378235868	0.365042188
1066	0.8378534334	0.3649760377
1067	0.8379827686	0.3649409774
1068	0.8379728197	0.3648960847
1069	0.8379827686	0.3648688566
1070	0.8379628708	0.3648285377
1071	0.837952922	0.3647652795
1072	0.8380424617	0.3647267108
1073	0.8380822572	0.3646699382
1074	0.8380822572	0.3646665552
1075	0.8381121038	0.3646566826
1076	0.8380822572	0.3646329741
1077	0.8380822572	0.3646222731
1078	0.8381220526	0.3645757955
1079	0.8381817458	0.3645373271
1080	0.8382215413	0.3645140839
1081	0.8381618481	0.3644817177
1082	0.8382513879	0.3644345972
1083	0.8382712856	0.3644097103
1084	0.8382115924	0.3644049292
1085	0.8382016436	0.3643638608
1086	0.8382115924	0.3643599036
1087	0.8382215413	0.364322738
1088	0.8382314901	0.3642744469
1089	0.8382016436	0.3642337291
1090	0.8382314901	0.3641846539
1091	0.8382314901	0.364162914
1092	0.8383707742	0.3641133284
1093	0.8383608254	0.3640721543
1094	0.8384006208	0.3640346821
1095	0.8384404163	0.3640132512
1096	0.8384105697	0.3640061672
1097	0.8384404163	0.3639878294
1098	0.8384404163	0.3639543657
1099	0.8384802117	0.3638905325
1100	0.8385001094	0.36381854
1101	0.8385200072	0.3637632515
1102	0.838529956	0.363720881
1103	0.838529956	0.3636547891
1104	0.8385399049	0.3636464042
1105	0.8385598026	0.3635876132
1106	0.8385995981	0.3635574524
1107	0.8386095469	0.3635495319
1108	0.8386592912	0.3634955848
1109	0.8386692401	0.3634578261
1110	0.8386393935	0.363433587
1111	0.8386493424	0.3634028389
1112	0.8386592912	0.3633708016
1113	0.8386294447	0.363339347
1114	0.8386393935	0.3632848332
1115	0.8386294447	0.3632581581
1116	0.8386393935	0.3632302895
1117	0.838679189	0.3631959778
1118	0.8386990867	0.3631698315
1119	0.8387587799	0.3631300819
1120	0.8387985753	0.3630960576
1121	0.8388085242	0.3630333631
1122	0.8388582685	0.3629751702
1123	0.8388483196	0.3629245238
1124	0.8388383708	0.3628874026
1125	0.8388682174	0.3628476848
1126	0.8388781662	0.3628301018
1127	0.838898064	0.3628113162
1128	0.8389478083	0.3627814303
1129	0.8389378594	0.3627613804
1130	0.8389279105	0.3627074368
1131	0.838967706	0.3626538299
1132	0.838967706	0.3625883824
1133	0.8388781662	0.3625456987
1134	0.8388682174	0.3625101967
1135	0.838898064	0.3624583172
1136	0.8388781662	0.3624317808
1137	0.8389279105	0.3623938002
1138	0.8389080128	0.3623420126
1139	0.8389080128	0.3623278286
1140	0.8389279105	0.3623076386
1141	0.8389378594	0.3622698817
1142	0.8389975526	0.3622239544
1143	0.838967706	0.362195176
1144	0.8389577571	0.3621513647
1145	0.8389279105	0.3621437194
1146	0.838967706	0.3620949534
1147	0.8389975526	0.3620476656
1148	0.8390075014	0.3620098952
1149	0.8391069901	0.3619826617
1150	0.8390970412	0.3619378278
1151	0.8391368367	0.3619177346
1152	0.8391268878	0.3619009352
1153	0.8391666832	0.3618514311
1154	0.8391666832	0.3618287185
1155	0.8391965298	0.3618015983
1156	0.8391169389	0.3617649644
1157	0.8391169389	0.3617038991
1158	0.8391069901	0.3616824039
1159	0.8391467855	0.3616323808
1160	0.8391567344	0.3615783216
1161	0.8391766321	0.3615764942
1162	0.8392164276	0.3615292509
1163	0.8391766321	0.3614854263
1164	0.8392064787	0.3614794549
1165	0.8392661719	0.3614582405
1166	0.8393159162	0.3614201428
1167	0.839256223	0.3613711217
1168	0.8392363253	0.3613337501
1169	0.8392860696	0.3612871196
1170	0.8393358139	0.3612648914
1171	0.8393955071	0.3612266075
1172	0.8393557116	0.3612176418
1173	0.8393358139	0.3612078882
1174	0.8393855582	0.3611604348
1175	0.8393955071	0.3611599582
1176	0.8393855582	0.3611287238
1177	0.8394353025	0.3610696923
1178	0.8394552003	0.3610410482
1179	0.8394949957	0.3610225774
1180	0.8395148934	0.3609890129
1181	0.83954474	0.3609791744
1182	0.8395546889	0.3609592466
1183	0.8395546889	0.3609195352
1184	0.8395546889	0.3609074782
1185	0.8395845355	0.3608751955
1186	0.8396044332	0.3608747057
1187	0.8396143821	0.3608148559
1188	0.8396143821	0.360772843
1189	0.8396143821	0.3607707339
1190	0.8396641264	0.3607494613
1191	0.8397337684	0.3606999543
1192	0.8397835127	0.3606754983
1193	0.8398133593	0.3606437938
